"","date","main_activity","count","out.of.house.time","out.of.house.lat","out.of.house.long","In.Time","Last.Out.Time","Was.at.Work","in.time.dmy.hm","out.time.dmy.hm","post.midnight","hours.worked","policy.in.time","policy.in.time.dmy.hm","policy.out.time.dmy.hm","diff.in.time","diff.out.time","travelling.time"
"152",2018-07-25,"IN_VEHICLE",4,2018-07-25 11:46:45,12.976979,77.7336183,"11:58 AM","10:14 PM",TRUE,2018-07-25 11:58:00,2018-07-25 22:14:00,FALSE,10.2666666666667,"12:00 PM",2018-07-25 12:00:00,2018-07-25 21:00:00,2,74,674.105999946594
"153",2018-07-26,"IN_VEHICLE",3,2018-07-26 12:04:10,12.9781007,77.7338033,"12:14 PM","11:29 PM",TRUE,2018-07-26 12:14:00,2018-07-26 23:29:00,FALSE,11.25,"12:00 PM",2018-07-26 12:00:00,2018-07-26 21:00:00,-14,149,589.470999956131
"154",2018-07-27,"ON_FOOT",2,2018-07-27 11:58:58,12.9770169,77.733259,"12:13 PM","08:53 PM",TRUE,2018-07-27 12:13:00,2018-07-27 20:53:00,FALSE,8.66666666666667,"12:00 PM",2018-07-27 12:00:00,2018-07-27 21:00:00,-13,-7,841.615999937057
"155",2018-07-30,"IN_VEHICLE",2,2018-07-30 11:58:53,12.9780571,77.7338423,"12:10 PM","09:32 PM",TRUE,2018-07-30 12:10:00,2018-07-30 21:32:00,FALSE,9.36666666666667,"12:00 PM",2018-07-30 12:00:00,2018-07-30 21:00:00,-10,32,666.960999965668
"156",2018-07-31,"IN_VEHICLE",4,2018-07-31 11:43:37,12.9781064,77.733557,"11:56 AM","10:07 PM",TRUE,2018-07-31 11:56:00,2018-07-31 22:07:00,FALSE,10.1833333333333,"12:00 PM",2018-07-31 12:00:00,2018-07-31 21:00:00,4,67,742.12299990654
"157",2018-08-01,"IN_VEHICLE",2,2018-08-01 11:45:30,12.9769223,77.7332552,"11:56 AM","09:12 PM",TRUE,2018-08-01 11:56:00,2018-08-01 21:12:00,FALSE,9.26666666666667,"12:00 PM",2018-08-01 12:00:00,2018-08-01 21:00:00,4,12,629.572000026703
"158",2018-08-02,"IN_VEHICLE",2,2018-08-02 11:54:24,12.9769275,77.7335875,"12:04 PM","10:01 PM",TRUE,2018-08-02 12:04:00,2018-08-02 22:01:00,FALSE,9.95,"12:00 PM",2018-08-02 12:00:00,2018-08-02 21:00:00,-4,61,575.49799990654
"159",2018-08-03,"IN_VEHICLE",3,2018-08-03 11:48:26,12.9769368,77.7333363,"11:59 AM","09:48 PM",TRUE,2018-08-03 11:59:00,2018-08-03 21:48:00,FALSE,9.81666666666667,"12:00 PM",2018-08-03 12:00:00,2018-08-03 21:00:00,1,48,633.513000011444
"160",2018-08-06,"IN_VEHICLE",3,2018-08-06 11:54:16,12.9781053,77.73384,"12:04 PM","09:31 PM",TRUE,2018-08-06 12:04:00,2018-08-06 21:31:00,FALSE,9.45,"12:00 PM",2018-08-06 12:00:00,2018-08-06 21:00:00,-4,31,583.115000009537
"161",2018-08-07,"ON_FOOT",4,2018-08-07 11:54:22,12.9777579,77.7335474,"12:07 PM","09:03 PM",TRUE,2018-08-07 12:07:00,2018-08-07 21:03:00,FALSE,8.93333333333333,"12:00 PM",2018-08-07 12:00:00,2018-08-07 21:00:00,-7,3,757.954999923706
"162",2018-08-08,"IN_VEHICLE",6,2018-08-08 11:43:40,12.9769229,77.7335839,"12:00 PM","09:23 PM",TRUE,2018-08-08 12:00:00,2018-08-08 21:23:00,FALSE,9.38333333333333,"12:00 PM",2018-08-08 12:00:00,2018-08-08 21:00:00,0,23,979.049000024796
"163",2018-08-09,"ON_FOOT",8,2018-08-09 11:39:32,12.9775064,77.7334064,"12:02 PM","11:23 PM",TRUE,2018-08-09 12:02:00,2018-08-09 23:23:00,FALSE,11.35,"12:00 PM",2018-08-09 12:00:00,2018-08-09 21:00:00,-2,143,1347.49099993706
"164",2018-08-10,"ON_FOOT",2,2018-08-10 11:44:38,12.9776695,77.7335291,"11:57 AM","09:05 PM",TRUE,2018-08-10 11:57:00,2018-08-10 21:05:00,FALSE,9.13333333333333,"12:00 PM",2018-08-10 12:00:00,2018-08-10 21:00:00,3,5,741.957999944687
"165",2018-08-13,"ON_FOOT",10,2018-08-13 11:35:56,12.9769233,77.7335242,"12:07 PM","10:00 PM",TRUE,2018-08-13 12:07:00,2018-08-13 22:00:00,FALSE,9.88333333333333,"12:00 PM",2018-08-13 12:00:00,2018-08-13 21:00:00,-7,60,1863.6819999218
"166",2018-08-14,"IN_VEHICLE",5,2018-08-14 11:53:59,12.9769447,77.7331371,"12:09 PM","09:05 PM",TRUE,2018-08-14 12:09:00,2018-08-14 21:05:00,FALSE,8.93333333333333,"12:00 PM",2018-08-14 12:00:00,2018-08-14 21:00:00,-9,5,900.719000101089
"167",2018-08-16,"ON_FOOT",6,2018-08-16 11:45:24,12.9780501,77.7337532,"12:06 PM","09:38 PM",TRUE,2018-08-16 12:06:00,2018-08-16 21:38:00,FALSE,9.53333333333333,"12:00 PM",2018-08-16 12:00:00,2018-08-16 21:00:00,-6,38,1235.81100010872
"168",2018-08-17,"IN_VEHICLE",5,2018-08-17 11:49:48,12.9769208,77.733361,"12:02 PM","09:31 PM",TRUE,2018-08-17 12:02:00,2018-08-17 21:31:00,FALSE,9.48333333333333,"12:00 PM",2018-08-17 12:00:00,2018-08-17 21:00:00,-2,31,731.286999940872
"169",2018-08-20,"ON_FOOT",4,2018-08-20 11:55:04,12.9769315,77.7331549,"12:08 PM","09:43 PM",TRUE,2018-08-20 12:08:00,2018-08-20 21:43:00,FALSE,9.58333333333333,"12:00 PM",2018-08-20 12:00:00,2018-08-20 21:00:00,-8,43,775.578999996185
"170",2018-08-21,"IN_VEHICLE",3,2018-08-21 11:48:14,12.976917,77.7331586,"11:59 AM","09:36 PM",TRUE,2018-08-21 11:59:00,2018-08-21 21:36:00,FALSE,9.61666666666667,"12:00 PM",2018-08-21 12:00:00,2018-08-21 21:00:00,1,36,645.364000082016
"171",2018-08-23,"ON_FOOT",4,2018-08-23 11:55:19,12.9769254,77.7331905,"12:11 PM","10:10 PM",TRUE,2018-08-23 12:11:00,2018-08-23 22:10:00,FALSE,9.98333333333333,"12:00 PM",2018-08-23 12:00:00,2018-08-23 21:00:00,-11,70,940.476999998093
"172",2018-08-24,"ON_FOOT",3,2018-08-24 11:48:26,12.9769092,77.7335942,"12:01 PM","09:30 PM",TRUE,2018-08-24 12:01:00,2018-08-24 21:30:00,FALSE,9.48333333333333,"12:00 PM",2018-08-24 12:00:00,2018-08-24 21:00:00,-1,30,753.075999975204
"173",2018-08-27,"IN_VEHICLE",4,2018-08-27 11:47:40,12.9769261,77.7333843,"11:59 AM","08:51 PM",TRUE,2018-08-27 11:59:00,2018-08-27 20:51:00,FALSE,8.86666666666667,"12:00 PM",2018-08-27 12:00:00,2018-08-27 21:00:00,1,-9,679.15700006485
"174",2018-08-28,"IN_VEHICLE",4,2018-08-28 11:47:15,12.9769289,77.7331441,"12:04 PM","09:41 PM",TRUE,2018-08-28 12:04:00,2018-08-28 21:41:00,FALSE,9.61666666666667,"12:00 PM",2018-08-28 12:00:00,2018-08-28 21:00:00,-4,41,1004.06599998474
"175",2018-08-29,"IN_VEHICLE",4,2018-08-29 11:52:00,12.9780592,77.7338117,"12:04 PM","09:01 PM",TRUE,2018-08-29 12:04:00,2018-08-29 21:01:00,FALSE,8.95,"12:00 PM",2018-08-29 12:00:00,2018-08-29 21:00:00,-4,1,719.671000003815
"176",2018-08-31,"ON_BICYCLE",2,2018-08-31 11:52:31,12.976937,77.733237,"12:08 PM","09:14 PM",TRUE,2018-08-31 12:08:00,2018-08-31 21:14:00,FALSE,9.1,"12:00 PM",2018-08-31 12:00:00,2018-08-31 21:00:00,-8,14,928.619999885559
"177",2018-09-03,"IN_VEHICLE",4,2018-09-03 11:54:02,12.9770647,77.7332622,"12:06 PM","09:48 PM",TRUE,2018-09-03 12:06:00,2018-09-03 21:48:00,FALSE,9.7,"12:00 PM",2018-09-03 12:00:00,2018-09-03 21:00:00,-6,48,717.335999965668
"178",2018-09-05,"ON_FOOT",4,2018-09-05 11:53:27,12.9771398,77.7335849,"12:06 PM","09:28 PM",TRUE,2018-09-05 12:06:00,2018-09-05 21:28:00,FALSE,9.36666666666667,"12:00 PM",2018-09-05 12:00:00,2018-09-05 21:00:00,-6,28,752.799999952316
"179",2018-09-06,"ON_FOOT",1,2018-09-06 11:50:21,12.9769981,77.7333376,"12:02 PM","09:43 PM",TRUE,2018-09-06 12:02:00,2018-09-06 21:43:00,FALSE,9.68333333333333,"12:00 PM",2018-09-06 12:00:00,2018-09-06 21:00:00,-2,43,698.982000112534
"180",2018-09-07,"ON_FOOT",3,2018-09-07 11:47:02,12.9769476,77.73338,"12:05 PM","09:31 PM",TRUE,2018-09-07 12:05:00,2018-09-07 21:31:00,FALSE,9.43333333333333,"12:00 PM",2018-09-07 12:00:00,2018-09-07 21:00:00,-5,31,1077.72699999809
"181",2018-09-10,"ON_FOOT",7,2018-09-10 11:54:20,12.9779039,77.7335968,"12:14 PM","04:49 PM",TRUE,2018-09-10 12:14:00,2018-09-10 16:49:00,FALSE,4.58333333333333,"12:00 PM",2018-09-10 12:00:00,2018-09-10 21:00:00,-14,-251,1179.87299990654
"182",2018-09-12,"ON_FOOT",1,2018-09-12 11:40:14,12.9780753,77.7336593,"11:50 AM","09:01 PM",TRUE,2018-09-12 11:50:00,2018-09-12 21:01:00,FALSE,9.18333333333333,"12:00 PM",2018-09-12 12:00:00,2018-09-12 21:00:00,10,1,585.259999990463
"183",2018-09-14,"IN_VEHICLE",2,2018-09-14 11:49:25,12.9770696,77.733337,"12:00 PM","09:13 PM",TRUE,2018-09-14 12:00:00,2018-09-14 21:13:00,FALSE,9.21666666666667,"12:00 PM",2018-09-14 12:00:00,2018-09-14 21:00:00,0,13,634.59500002861
"184",2018-09-17,"IN_VEHICLE",4,2018-09-17 11:56:19,12.9780483,77.7338309,"12:06 PM","10:19 PM",TRUE,2018-09-17 12:06:00,2018-09-17 22:19:00,FALSE,10.2166666666667,"12:00 PM",2018-09-17 12:00:00,2018-09-17 21:00:00,-6,79,580.25
"185",2018-09-18,"ON_FOOT",3,2018-09-18 11:52:43,12.9769405,77.7364613,"12:05 PM","10:00 PM",TRUE,2018-09-18 12:05:00,2018-09-18 22:00:00,FALSE,9.91666666666667,"12:00 PM",2018-09-18 12:00:00,2018-09-18 21:00:00,-5,60,736.910000085831
"186",2018-09-19,"IN_VEHICLE",3,2018-09-19 11:56:12,12.9779734,77.733605,"12:08 PM","09:59 PM",TRUE,2018-09-19 12:08:00,2018-09-19 21:59:00,FALSE,9.85,"12:00 PM",2018-09-19 12:00:00,2018-09-19 21:00:00,-8,59,707.193000078201
"187",2018-09-20,"IN_VEHICLE",2,2018-09-20 11:52:34,12.9769399,77.7331246,"12:07 PM","09:42 PM",TRUE,2018-09-20 12:07:00,2018-09-20 21:42:00,FALSE,9.58333333333333,"12:00 PM",2018-09-20 12:00:00,2018-09-20 21:00:00,-7,42,865.589999914169
"188",2018-09-21,"IN_VEHICLE",1,2018-09-21 11:53:30,12.9761824,77.7337498,"12:05 PM","09:14 PM",TRUE,2018-09-21 12:05:00,2018-09-21 21:14:00,FALSE,9.15,"12:00 PM",2018-09-21 12:00:00,2018-09-21 21:00:00,-5,14,689.450000047684
"189",2018-09-24,"ON_FOOT",3,2018-09-24 11:56:41,12.9769326,77.7332896,"12:14 PM","10:15 PM",TRUE,2018-09-24 12:14:00,2018-09-24 22:15:00,FALSE,10.0166666666667,"12:00 PM",2018-09-24 12:00:00,2018-09-24 21:00:00,-14,75,1038.79200005531
"190",2018-09-25,"IN_VEHICLE",4,2018-09-25 11:55:43,12.9780148,77.7342992,"12:06 PM","10:02 PM",TRUE,2018-09-25 12:06:00,2018-09-25 22:02:00,FALSE,9.93333333333333,"12:00 PM",2018-09-25 12:00:00,2018-09-25 21:00:00,-6,62,616.698999881744
"191",2018-09-26,"IN_VEHICLE",5,2018-09-26 11:50:13,12.9769745,77.7333384,"12:08 PM","09:59 PM",TRUE,2018-09-26 12:08:00,2018-09-26 21:59:00,FALSE,9.85,"12:00 PM",2018-09-26 12:00:00,2018-09-26 21:00:00,-8,59,1066.63700008392
"192",2018-09-27,"ON_FOOT",4,2018-09-27 11:56:07,12.9769722,77.7333963,"12:13 PM","10:46 PM",TRUE,2018-09-27 12:13:00,2018-09-27 22:46:00,FALSE,10.55,"12:00 PM",2018-09-27 12:00:00,2018-09-27 21:00:00,-13,106,1012.44899988174
"193",2018-09-28,"IN_VEHICLE",2,2018-09-28 11:51:02,12.9779994,77.7333512,"12:02 PM","09:10 PM",TRUE,2018-09-28 12:02:00,2018-09-28 21:10:00,FALSE,9.13333333333333,"12:00 PM",2018-09-28 12:00:00,2018-09-28 21:00:00,-2,10,657.736000061035
"194",2018-10-03,"ON_BICYCLE",6,2018-10-03 11:40:17,12.9761654,77.7561158,"12:06 PM","09:05 PM",TRUE,2018-10-03 12:06:00,2018-10-03 21:05:00,FALSE,8.98333333333333,"12:00 PM",2018-10-03 12:00:00,2018-10-03 21:00:00,-6,5,1542.16599988937
"195",2018-10-05,"ON_BICYCLE",6,2018-10-05 11:41:49,12.9761824,77.756831,"12:11 PM","09:04 PM",TRUE,2018-10-05 12:11:00,2018-10-05 21:04:00,FALSE,8.88333333333333,"12:00 PM",2018-10-05 12:00:00,2018-10-05 21:00:00,-11,4,1750.26799988747
"196",2018-10-08,"IN_VEHICLE",7,2018-10-08 11:43:29,12.9765474,77.7569335,"12:04 PM","09:48 PM",TRUE,2018-10-08 12:04:00,2018-10-08 21:48:00,FALSE,9.73333333333333,"12:00 PM",2018-10-08 12:00:00,2018-10-08 21:00:00,-4,48,1231
"197",2018-10-09,"ON_BICYCLE",15,2018-10-09 11:54:53,12.9758068,77.7569931,"12:14 PM","10:16 PM",TRUE,2018-10-09 12:14:00,2018-10-09 22:16:00,FALSE,10.0333333333333,"12:00 PM",2018-10-09 12:00:00,2018-10-09 21:00:00,-14,76,1147
"198",2018-10-10,"IN_VEHICLE",7,2018-10-10 11:32:58,12.9747242,77.7574891,"11:58 AM","09:45 PM",TRUE,2018-10-10 11:58:00,2018-10-10 21:45:00,FALSE,9.78333333333333,"12:00 PM",2018-10-10 12:00:00,2018-10-10 21:00:00,2,45,1501.63899993896
"199",2018-10-11,"ON_BICYCLE",3,2018-10-11 11:52:50,12.9757957,77.7569652,"12:14 PM","10:29 PM",TRUE,2018-10-11 12:14:00,2018-10-11 22:29:00,FALSE,10.25,"12:00 PM",2018-10-11 12:00:00,2018-10-11 21:00:00,-14,89,1269.84299993515
"200",2018-10-12,"ON_FOOT",3,2018-10-12 11:43:06,12.9751474,77.7572985,"12:02 PM","09:55 PM",TRUE,2018-10-12 12:02:00,2018-10-12 21:55:00,FALSE,9.88333333333333,"12:00 PM",2018-10-12 12:00:00,2018-10-12 21:00:00,-2,55,1133.91100001335
"201",2018-10-15,"ON_BICYCLE",6,2018-10-15 11:26:36,12.9757947,77.7569578,"12:01 PM","09:48 PM",TRUE,2018-10-15 12:01:00,2018-10-15 21:48:00,FALSE,9.78333333333333,"12:00 PM",2018-10-15 12:00:00,2018-10-15 21:00:00,-1,48,2063.34599995613
"202",2018-10-16,"ON_FOOT",9,2018-10-16 11:02:36,12.9761824,77.7560391,"11:46 AM","10:06 PM",TRUE,2018-10-16 11:46:00,2018-10-16 22:06:00,FALSE,10.3333333333333,"12:00 PM",2018-10-16 12:00:00,2018-10-16 21:00:00,14,66,2604
"203",2018-10-17,"IN_VEHICLE",5,2018-10-17 11:50:31,12.9765018,77.7561158,"12:06 PM","11:07 PM",TRUE,2018-10-17 12:06:00,2018-10-17 23:07:00,FALSE,11.0166666666667,"12:00 PM",2018-10-17 12:00:00,2018-10-17 21:00:00,-6,127,928.086999893188
"204",2018-10-18,"ON_BICYCLE",5,2018-10-18 10:46:48,12.9765018,77.7560212,"11:14 AM","10:15 PM",TRUE,2018-10-18 11:14:00,2018-10-18 22:15:00,FALSE,11.0166666666667,"12:00 PM",2018-10-18 12:00:00,2018-10-18 21:00:00,46,75,1631.70000004768
"205",2018-10-19,"ON_BICYCLE",4,2018-10-19 11:41:58,12.9745858,77.7575442,"12:07 PM","09:42 PM",TRUE,2018-10-19 12:07:00,2018-10-19 21:42:00,FALSE,9.58333333333333,"12:00 PM",2018-10-19 12:00:00,2018-10-19 21:00:00,-7,42,1501.05999994278
"206",2018-10-22,"ON_BICYCLE",4,2018-10-22 11:39:49,12.9755879,77.7331686,"12:04 PM","10:24 PM",TRUE,2018-10-22 12:04:00,2018-10-22 22:24:00,FALSE,10.3333333333333,"12:00 PM",2018-10-22 12:00:00,2018-10-22 21:00:00,-4,84,1450.49699997902
"207",2018-10-23,"ON_BICYCLE",4,2018-10-23 11:44:32,12.9753547,77.7561158,"12:13 PM","10:43 PM",TRUE,2018-10-23 12:13:00,2018-10-23 22:43:00,FALSE,10.5,"12:00 PM",2018-10-23 12:00:00,2018-10-23 21:00:00,-13,103,1707.59599995613
"208",2018-10-24,"ON_BICYCLE",5,2018-10-24 11:44:56,12.9751982,77.7568227,"12:13 PM","10:01 PM",TRUE,2018-10-24 12:13:00,2018-10-24 22:01:00,FALSE,9.8,"12:00 PM",2018-10-24 12:00:00,2018-10-24 21:00:00,-13,61,1683.95799994469
"209",2018-10-29,"ON_BICYCLE",4,2018-10-29 11:38:09,12.9747212,77.7331595,"12:02 PM","09:46 PM",TRUE,2018-10-29 12:02:00,2018-10-29 21:46:00,FALSE,9.73333333333333,"12:00 PM",2018-10-29 12:00:00,2018-10-29 21:00:00,-2,46,1430.72600007057
"210",2018-10-30,"ON_BICYCLE",3,2018-10-30 11:39:11,12.9746082,77.75754,"12:07 PM","10:41 PM",TRUE,2018-10-30 12:07:00,2018-10-30 22:41:00,FALSE,10.5666666666667,"12:00 PM",2018-10-30 12:00:00,2018-10-30 21:00:00,-7,101,1668.82399988174
"211",2018-10-31,"ON_BICYCLE",3,2018-10-31 11:42:14,12.9756877,77.7568545,"12:04 PM","10:15 PM",TRUE,2018-10-31 12:04:00,2018-10-31 22:15:00,FALSE,10.1833333333333,"12:00 PM",2018-10-31 12:00:00,2018-10-31 21:00:00,-4,75,1305.72799992561
"212",2018-11-02,"ON_FOOT",6,2018-11-02 10:52:36,12.9755952,77.7568743,"11:29 AM","10:17 PM",TRUE,2018-11-02 11:29:00,2018-11-02 22:17:00,FALSE,10.8,"12:00 PM",2018-11-02 12:00:00,2018-11-02 21:00:00,31,77,2183.85599994659
"213",2018-11-05,"ON_FOOT",2,2018-11-05 11:57:17,12.9761824,77.756831,"12:13 PM","10:21 PM",TRUE,2018-11-05 12:13:00,2018-11-05 22:21:00,FALSE,10.1333333333333,"12:00 PM",2018-11-05 12:00:00,2018-11-05 21:00:00,-13,81,942.677000045776
"214",2018-11-06,"IN_VEHICLE",6,2018-11-06 11:30:04,12.9761824,77.7566226,"11:58 AM","09:53 PM",TRUE,2018-11-06 11:58:00,2018-11-06 21:53:00,FALSE,9.91666666666667,"12:00 PM",2018-11-06 12:00:00,2018-11-06 21:00:00,2,53,1675.53399991989
"215",2018-11-08,"ON_BICYCLE",5,2018-11-08 11:37:07,12.9746158,77.75754,"12:02 PM","09:33 PM",TRUE,2018-11-08 12:02:00,2018-11-08 21:33:00,FALSE,9.51666666666667,"12:00 PM",2018-11-08 12:00:00,2018-11-08 21:00:00,-2,33,1492.86500000954
"216",2018-11-09,"ON_BICYCLE",5,2018-11-09 11:30:53,12.9746312,77.75754,"11:56 AM","09:44 PM",TRUE,2018-11-09 11:56:00,2018-11-09 21:44:00,FALSE,9.8,"12:00 PM",2018-11-09 12:00:00,2018-11-09 21:00:00,4,44,1506.15300011635
"217",2018-11-13,"ON_BICYCLE",3,2018-11-13 11:47:39,12.9763619,77.7563488,"12:13 PM","12:37 AM",TRUE,2018-11-13 12:13:00,2018-11-14 00:37:00,TRUE,12.4,"12:00 PM",2018-11-13 12:00:00,2018-11-13 21:00:00,-13,217,1520.20000004768
"218",2018-11-14,"ON_FOOT",10,2018-11-14 11:17:03,12.9754324,77.7568698,"11:50 AM","09:39 PM",TRUE,2018-11-14 11:50:00,2018-11-14 21:39:00,FALSE,9.81666666666667,"12:00 PM",2018-11-14 12:00:00,2018-11-14 21:00:00,10,39,1976.71600008011
"219",2018-11-15,"ON_FOOT",8,2018-11-15 11:19:09,12.9758519,77.7569518,"11:55 AM","09:36 PM",TRUE,2018-11-15 11:55:00,2018-11-15 21:36:00,FALSE,9.68333333333333,"12:00 PM",2018-11-15 12:00:00,2018-11-15 21:00:00,5,36,2150.6210000515
"220",2018-11-16,"ON_BICYCLE",6,2018-11-16 11:43:34,12.9761824,77.756831,"12:09 PM","10:15 PM",TRUE,2018-11-16 12:09:00,2018-11-16 22:15:00,FALSE,10.1,"12:00 PM",2018-11-16 12:00:00,2018-11-16 21:00:00,-9,75,1525.5720000267
"221",2018-11-19,"ON_FOOT",2,2018-11-19 11:53:21,12.9761824,77.756831,"12:08 PM","09:58 PM",TRUE,2018-11-19 12:08:00,2018-11-19 21:58:00,FALSE,9.83333333333333,"12:00 PM",2018-11-19 12:00:00,2018-11-19 21:00:00,-8,58,878.183000087738
"222",2018-11-20,"ON_BICYCLE",6,2018-11-20 11:33:14,12.9749469,77.7571451,"12:02 PM","10:45 PM",TRUE,2018-11-20 12:02:00,2018-11-20 22:45:00,FALSE,10.7166666666667,"12:00 PM",2018-11-20 12:00:00,2018-11-20 21:00:00,-2,105,1725.25200009346
"223",2018-11-21,"ON_BICYCLE",4,2018-11-21 11:42:37,12.9746066,77.7575119,"12:10 PM","04:59 PM",TRUE,2018-11-21 12:10:00,2018-11-21 16:59:00,FALSE,4.81666666666667,"12:00 PM",2018-11-21 12:00:00,2018-11-21 21:00:00,-10,-241,1642.56299996376
"224",2018-11-26,"ON_BICYCLE",4,2018-11-26 11:36:55,12.975945,77.7568342,"11:59 AM","10:37 PM",TRUE,2018-11-26 11:59:00,2018-11-26 22:37:00,FALSE,10.6333333333333,"12:00 PM",2018-11-26 12:00:00,2018-11-26 21:00:00,1,97,1324.79999995232
"225",2018-11-27,"ON_BICYCLE",4,2018-11-27 11:34:17,12.9761824,77.7561158,"12:01 PM","10:09 PM",TRUE,2018-11-27 12:01:00,2018-11-27 22:09:00,FALSE,10.1333333333333,"12:00 PM",2018-11-27 12:00:00,2018-11-27 21:00:00,-1,69,1602.51900005341
"226",2018-11-28,"ON_BICYCLE",3,2018-11-28 11:40:06,12.9762998,77.7569139,"12:06 PM","10:57 PM",TRUE,2018-11-28 12:06:00,2018-11-28 22:57:00,FALSE,10.85,"12:00 PM",2018-11-28 12:00:00,2018-11-28 21:00:00,-6,117,1553.58899998665
"227",2018-11-29,"IN_VEHICLE",4,2018-11-29 11:44:51,12.9745712,77.7561158,"12:03 PM","04:58 PM",TRUE,2018-11-29 12:03:00,2018-11-29 16:58:00,FALSE,4.91666666666667,"12:00 PM",2018-11-29 12:00:00,2018-11-29 21:00:00,-3,-242,1088.87199997902
